dtxsid,refchem_agonist,refchem_antagonist,auc_agonist,er_class,chemical,ESR1_pmi,ESR2_pmi,ESRRA_pmi,ESRRB_pmi,ESRRG_pmi,ESR1_coc,ESR2_coc,ESRRA_coc,ESRRB_coc,ESRRG_coc,n_chem
DTXSID8041298,,,0.0,0.0,gamma-Caprolactone,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,361
DTXSID6041210,,,0.0,0.0,gamma-Terpinene,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,327
DTXSID6022472,,,0.0,0.0,Butylbenzene,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,248
DTXSID7027205,,,0.0,0.0,Octamethylcyclotetrasiloxane,0.09174171929218305,0.1992416018530236,0.0,0.0,0.0,2,1,0,0,0,215
DTXSID8027032,,,0.0,0.0,2-Amino-2-methyl-1-propanol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,115
DTXSID9044823,,,0.0,0.0,Sodium methacrylate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,147
DTXSID9048192,,,0.0,0.0,1-Butyl-4-chlorobenzene,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID2021440,,,0.0,0.0,N-Vinyl-2-pyrrolidone,-0.15578737233237205,0.0,0.0,0.0,0.0,1,0,0,0,0,6526
DTXSID0020494,,,0.0,0.0,Dimethyl methylphosphonate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,355
DTXSID3042059,,,0.0,0.0,Isoamyl butyrate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,19
DTXSID8021931,,,0.0,0.0,1-Hexanol,-0.06862064732828692,0.0,0.0,0.0,0.0,1,0,0,0,0,1503
DTXSID3031862,,,0.0,0.0,Perfluorohexanoic acid,0.05253596218053444,0.0,0.0,0.0,0.0,2,0,0,0,0,405
DTXSID6041715,,,0.0,0.0,"C.I. Acid Violet 12, disodium salt",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
DTXSID4029145,,,0.0,0.0,Dimethyl malonate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,149
DTXSID1024097,,,0.0,0.0,2-Butoxyethanol,0.03485547793048453,0.0,0.0,0.0,0.0,1,0,0,0,0,263
DTXSID2021028,,,0.0,0.0,N-Nitrosodiethylamine,0.065283920794268,0.05081306998937211,0.0,0.0,0.0,14,1,0,0,0,2620
DTXSID8021195,,,0.0,0.0,"1,3-Propane sultone",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,103
DTXSID1021403,,,0.0,0.0,Trimethyl phosphate,0.03285797957191951,0.0,0.0,0.0,0.0,1,0,0,0,0,272
DTXSID1029128,,,0.0,0.0,Tetrahydrofurfuryl alcohol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,115
DTXSID6041424,,,0.0,0.0,"2,6-Dimethyl-2-heptanol",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3
DTXSID4021894,,,0.0,0.0,Cyclohexanol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,760
DTXSID4041440,,,0.0,0.0,2-Methylbutyl isovalerate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4
DTXSID6025010,,,0.0,0.0,"1,3-Dichloro-2-propanol",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,132
DTXSID7020845,,,0.0,0.0,Methyl methanesulfonate,-0.06994859258987136,0.0,0.0,0.0,0.0,1,0,0,0,0,1537
DTXSID2020507,,,0.0,0.0,"N,N-Dimethylaniline",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,469
DTXSID4041604,,,0.0,0.0,Pentyl butyrate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10
DTXSID5024055,,,0.0,0.0,Dimethyl Sulfate,0.011466302127651255,0.16388953140082524,0.0,0.0,0.0,1,1,0,0,0,390
DTXSID4024721,,,0.0,0.0,Camphor (synthetic),0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,373
DTXSID5048188,,,0.0,0.0,4-Methylbenzenethiol,0.12775026822457236,0.0,0.0,0.0,0.0,1,0,0,0,0,55
DTXSID6024836,,,0.0,0.0,"3,7-Dimethyl-2,6-octadien-1-al",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7
DTXSID6025355,,,0.0,0.0,Glutaraldehyde,-0.09162521682314319,0.0,0.0,0.0,0.0,4,0,0,0,0,7801
DTXSID2021735,,,0.0,0.0,Dimethyl Sulfoxide,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,21497
DTXSID2025347,,,0.0,0.0,Furfuryl alcohol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,587
DTXSID3036286,,,0.0,0.0,"2,6-Octadienenitrile, 3,7-dimethyl-",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID2026864,,,0.0,0.0,Methyl octanoate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,49
DTXSID1029124,,,0.0,0.0,"1,2,4,5-Tetramethylbenzene",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,24
DTXSID4041492,,,0.0,0.0,3-Phenylhexane,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID3020091,,,0.0,0.0,Aniline hydrochloride,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,55
DTXSID6025014,,,0.0,0.0,Benzal chloride,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,24
DTXSID8020834,,,0.0,0.0,Methyl carbamate,0.017383676181648326,0.0,0.0,0.0,0.0,1,0,0,0,0,353
DTXSID9021764,,,0.0,0.0,1-Aminopropan-2-ol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,216
DTXSID0021965,,,0.0,0.0,"1,2,4-Trichlorobenzene",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,246
DTXSID6020224,,,0.0,0.0,gamma-Butyrolactone,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4762
DTXSID0047167,,,0.0,0.0,N-Methylacetamide,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,454
DTXSID8020759,,,0.0,0.0,Isophorone,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,381
DTXSID6048206,,,0.0,0.0,4-Chloropentylbenzene,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID6020141,,,0.0,0.0,Benzofuran,0.02528944824629456,0.05927332993675779,0.0,0.0,0.0,7,1,0,0,0,2272
DTXSID1020148,,,0.0,0.0,Benzotrichloride,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,16
DTXSID9021689,,,0.0,0.0,Undecane,-0.014599559839532286,0.0,0.0,0.0,0.0,1,0,0,0,0,605
DTXSID5025152,,,0.0,0.0,Dimethyl succinate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,99
DTXSID6022000,,,0.0,0.0,Ethanolamine,-0.039202911356039774,0.034149929801276784,0.0,0.0,0.0,4,1,0,0,0,3469
DTXSID7042196,,,0.0,0.0,Butyl lactate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,17
DTXSID4042335,,,0.0,0.0,"Propanoic acid, 2-hydroxy-, butyl ester, (2S)-",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,18
DTXSID6021828,,,0.0,0.0,Acetophenone,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1694
DTXSID8026640,,,0.0,0.0,"1,3-Diisopropylbenzene",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6
DTXSID8026228,,,0.0,0.0,Triethyl phosphate,0.056710357028778725,0.0,0.0,0.0,0.0,1,0,0,0,0,182
DTXSID3041790,,,0.0,0.0,Citronellal,-0.04658863430486703,0.0,0.0,0.0,0.0,1,0,0,0,0,1037
DTXSID1026904,,,0.0,0.0,2-Butoxyethyl acetate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10
DTXSID9021639,,,0.0,0.0,Nonanal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,800
DTXSID1026118,,,0.0,0.0,"1,2,3,4-Tetrahydronaphthalene",0.06796576921673558,0.0,0.0,0.0,0.0,7,0,0,0,0,1203
DTXSID3026645,,,0.0,0.0,p-CYMENE,-0.06983260852976032,0.0,0.0,0.0,0.0,1,0,0,0,0,1534
DTXSID7025132,,,0.0,0.0,"1,2-Dimethyl-3-nitrobenzene",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
DTXSID0041270,,,0.0,0.0,"3,5,5-Trimethylhexyl acetate",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
DTXSID9041815,,,0.0,0.0,"3,3,5-Trimethylcyclohexanol",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3
DTXSID6020856,,,0.0,0.0,1-Methyl-2-pyrrolidinone,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1073
DTXSID1040372,,,0.0,0.0,Epoxiconazole,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,271
DTXSID4027072,,,0.0,0.0,Sodium phenoxide,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,45
DTXSID5021124,,,0.0,0.0,Phenol,0.11054721205354934,0.0,0.0,0.02258123206966851,0.0,190,0,0,3,0,24939
DTXSID3021277,,,0.0,0.0,Sorbic Acid,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,679
DTXSID3029653,,,0.0,0.0,Ammonium thiocyanate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,143
DTXSID8021808,,,0.0,0.0,o-Cresol,0.02122895824719599,0.0,0.0,0.14588953889857384,0.26026130258444585,3,0,0,1,1,1016
DTXSID7029661,,,0.0,0.0,"3,5,5-Trimethyl-1-hexanol",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4
DTXSID1026792,,,0.0,0.0,m-Toluidine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,93
DTXSID2021286,,,0.0,0.0,Styrene oxide,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,553
DTXSID0048187,,,0.0,0.0,1-Methoxy-4-tert-pentylcyclohexane,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID1026665,,,0.0,0.0,3-Cyanopyridine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,189
DTXSID4041818,,,0.0,0.0,2-sec-Butylcyclohexanone,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
DTXSID6021872,,,0.0,0.0,p-Toluidine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,363
DTXSID5024051,,,0.0,0.0,Diisopropyl methylphosphonate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,33
DTXSID0042325,,,0.0,0.0,1-Methoxy-4-propylbenzene,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3
DTXSID2047565,,,0.0,0.0,"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoro-8-iodooctane",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
DTXSID7044394,,,0.0,0.0,4-tert-Butylcyclohexanone,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,150
DTXSID3038696,,,0.0,0.0,Ethyl benzoate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,115
DTXSID1026164,,,0.0,0.0,o-Toluidine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,293
DTXSID7021364,,,0.0,0.0,o-Toluidine hydrochloride,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22
DTXSID2036299,,,0.0,0.0,"N,N-Dimethyloctylamine",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22
DTXSID3025049,,,0.0,0.0,2-(2-Methoxyethoxy)ethanol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,822
DTXSID3020964,,,0.0,0.0,Nitrobenzene,-0.06530101616611908,0.0,0.0,0.0,0.0,4,0,0,0,0,5193
DTXSID0027014,,,0.0,0.0,2-Octanol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,130
DTXSID8026694,,,0.0,0.0,2-Ethylhexyl acetate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3
DTXSID2025050,,,0.0,0.0,Diethylenetriamine,0.03891132361644701,0.0,0.0,0.045414873098720984,0.0,20,0,0,1,0,5520
DTXSID7041675,,,0.0,0.0,"Bornyl acetate, (-)-",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,235
DTXSID7042061,,,0.0,0.0,Isobornyl acetate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22
DTXSID7020683,,,0.0,0.0,"Hexachloro-1,3-butadiene",0.02844301029053645,0.0,0.0,0.0,0.0,1,0,0,0,0,293
DTXSID8021937,,,0.0,0.0,1-Heptanol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,545
DTXSID5047611,,,0.0,0.0,gamma-Heptalactone,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6
DTXSID1024045,,,0.0,0.0,Diethyl sulfate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,72
DTXSID8026193,,,0.0,0.0,"1,2,3-Trichlorobenzene",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,389
DTXSID5023875,,,0.0,0.0,Ammonium sulfamate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6
DTXSID1025271,,,0.0,0.0,N-Ethylaniline,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,118
DTXSID5021831,,,0.0,0.0,3-Nitrotoluene,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,57
DTXSID6021907,,,0.0,0.0,Malononitrile,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1127
DTXSID1027184,,,0.0,0.0,Decamethylcyclopentasiloxane,0.055419773826537046,0.20784300309971104,0.0,0.0,0.0,1,1,0,0,0,186
DTXSID4020664,,,0.0,0.0,"3-Chloro-1,2-propanediol",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,419
DTXSID7021655,,,0.0,0.0,Valeric acid,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,983
DTXSID3035214,,,0.0,0.0,1-Octen-3-OL,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,698
DTXSID6027050,,,0.0,0.0,Sodium dimethyldithiocarbamate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,37
DTXSID4025791,,,0.0,0.0,2-Nitrotoluene,0.054469921735217454,0.0,0.0,0.0,0.0,1,0,0,0,0,189
DTXSID2029246,,,0.0,0.0,Triethoxyoctylsilane,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,85
DTXSID2020428,,,0.0,0.0,Dichloroacetic acid,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,463
DTXSID9025297,,,0.0,0.0,2-Ethylhexyl acrylate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,71
DTXSID3025122,,,0.0,0.0,Dimethyl glutarate,0.0,0.0,0.0,0.3961451989712701,0.0,0,0,0,1,0,15
DTXSID0020151,,,0.0,0.0,Benzyl acetate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,124
DTXSID0020575,,,0.0,0.0,Estragole,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,430
DTXSID8044202,,,0.0,0.0,Octyl acetate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,79
DTXSID5044443,,,0.0,0.0,Tributylmethylammonium chloride,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
DTXSID9024063,,,0.0,0.0,"2,6-Dimethylphenol",0.061462051485316145,0.0,0.0,0.0,0.0,1,0,0,0,0,168
DTXSID8042189,,,0.0,0.0,"N,N-Diisopropylaniline",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3
DTXSID1021164,,,0.0,0.0,Piperazine,-0.07231436522928347,0.0,0.0,0.058446976030231336,0.0,3,0,0,1,0,4432
DTXSID9042382,,,0.0,0.0,Tetrapropyl orthosilicate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,12
DTXSID7025502,,,0.0,0.0,"Linalool, (+/-)-",-0.10909369482519155,0.0,0.0,0.0,0.0,1,0,0,0,0,2972
DTXSID1026908,,,0.0,0.0,2-(Hexyloxy)ethanol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4
DTXSID1048201,,,0.0,0.0,Cyclobutyl phenyl ketone,0.3004249985221959,0.0,0.0,0.0,0.0,1,0,0,0,0,3
DTXSID6025145,,,0.0,0.0,"2,5-Dimethylphenol",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,37
DTXSID2021575,,,0.0,0.0,"2,2-Dichloropropionic acid",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22
DTXSID2029167,,,0.0,0.0,Metam-sodium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,644
DTXSID2040361,,,0.0,0.0,Metam-sodium hydrate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID1022479,,,0.0,0.0,2-Ethylphenol,0.09131103699628693,0.1725605348015378,0.0,0.0,0.0,3,1,0,0,0,337
DTXSID1024170,,,0.0,0.0,Mepiquat chloride,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,43
DTXSID9034286,,,0.0,0.0,5-Chloro-2-methyl-4-isothiazolin-3-one,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,325
DTXSID7029110,,,0.0,0.0,"3,7-Dimethyloctan-3-ol",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3
DTXSID5020605,,,0.0,0.0,2-Ethylhexan-1-ol,0.019611176626217048,0.0,0.0,0.0,0.0,1,0,0,0,0,340
DTXSID8021800,,,0.0,0.0,"N,N-Diethylaniline",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,105
DTXSID5041487,,,0.0,0.0,"3,7-Dimethyloctan-3-yl acetate",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
DTXSID1048203,,,0.0,0.0,4'-Chloropropiophenone,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7
DTXSID0025523,,,0.0,0.0,Maltol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,383
DTXSID8026307,,,0.0,0.0,"2,6-Dimethylaniline",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,123
DTXSID0021206,,,0.0,0.0,Propylene Glycol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6029
DTXSID2021941,,,0.0,0.0,Diethylene Glycol Monoethyl Ether,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,705
DTXSID9021922,,,0.0,0.0,2-(Ethylamino)ethanol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10
DTXSID5024922,,,0.0,0.0,Hexamethylenediamine,0.03887374195728983,0.0,0.0,0.0,0.0,2,0,0,0,0,505
DTXSID5040700,,,0.0,0.0,Phenyltrimethoxysilane,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,177
DTXSID4041521,,,0.0,0.0,N-(3-Aminopropyl)morpholine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4
DTXSID1021790,,,0.0,0.0,2-Nitrophenol,-0.012826499362084923,0.0,0.0,0.0,0.0,2,0,0,0,0,1164
DTXSID5035616,,,0.0,0.0,Sodium 2-nitrophenolate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5
DTXSID8031865,,,0.0,0.0,Perfluorooctanoic acid,0.10188402677100693,0.11756263623982695,0.0,0.0,0.0,33,4,0,0,0,4007
DTXSID8037708,,,0.0,0.0,Ammonium perfluorooctanoate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,64
DTXSID7026946,,,0.0,0.0,Linalyl acetate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,325
DTXSID7030307,,,0.0,0.0,"3,5-Dichloroaniline",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,45
DTXSID6024200,,,0.0,0.0,m-Cresol,0.08600862355514748,0.0,0.0,0.17351126255457255,0.2878830262404446,5,0,0,1,1,638
DTXSID7021869,,,0.0,0.0,P-Cresol,0.016381681421415283,0.0,0.0,0.0,0.0,5,0,0,0,0,1843
DTXSID4021553,,,0.0,0.0,Decanal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,430
DTXSID0042038,,,0.0,0.0,Heptyl butyrate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10
DTXSID0023113,,,0.0,0.0,Guaiacol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3077
DTXSID2021864,,,0.0,0.0,"2,4-Dimethylphenol",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,148
DTXSID2022171,,,0.0,0.0,Decylamine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,91
DTXSID2044391,,,0.0,0.0,2-Isopropylphenol,0.0972098866647568,0.0,0.0,0.0,0.40284531039686866,1,0,0,0,1,92
DTXSID5020152,,,0.0,0.0,Benzyl Alcohol,-0.00958428460991759,0.0,0.0,0.0,0.0,7,0,0,0,0,3820
DTXSID5041514,,,0.0,0.0,cis-4-Decenal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10
DTXSID2027593,,,0.0,0.0,4-Chlorobenzotrichloride,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
DTXSID4026183,,,0.0,0.0,Tributylamine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,108
DTXSID8020597,,,0.0,0.0,Ethylene Glycol,-0.08951560462139904,0.0,0.0,0.0,0.0,16,0,0,0,0,26678
DTXSID1048209,,,0.0,0.0,"2,2-Dimethylpropiophenone",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,17
DTXSID6025143,,,0.0,0.0,"2,3-Dimethylphenol",0.11529514905440821,0.0,0.0,0.0,0.0,3,0,0,0,0,231
DTXSID9026342,,,0.0,0.0,Phenylethyl Alcohol,-0.0322126073874039,0.0,0.0,0.0,0.0,3,0,0,0,0,2357
DTXSID8026141,,,0.0,0.0,Thioglycolic acid,-0.06372395238190015,0.0,0.0,0.0,0.0,1,0,0,0,0,1384
DTXSID3037541,,,0.0,0.0,Endosulfan sulfate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,330
DTXSID8029600,,,0.0,0.0,Methacrylamide,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1491
DTXSID8020913,,,0.0,0.0,Naphthalene,-0.03631071263412887,0.0,0.0,0.0,0.0,15,0,0,0,0,11857
DTXSID9029302,,,0.0,0.0,2-Propyl-1-heptanol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8
DTXSID4041232,,,0.0,0.0,"1,3,5-Triisopropylbenzene",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,38
DTXSID7023192,,,0.0,0.0,Lactic Acid,-0.12489074809716677,0.0,0.0,0.0,0.0,11,0,0,0,0,31619
DTXSID0041357,,,0.0,0.0,"ethyl (2E,4Z)-deca-2,4-dienoate",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,51
DTXSID5023877,,,0.0,0.0,O-Anisidine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,116
DTXSID7021940,,,0.0,0.0,1-Octanol,-0.014753396251463926,0.0,0.0,0.0,0.0,9,0,0,0,0,5285
DTXSID5041516,,,0.0,0.0,Ethyl maltol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,82
DTXSID4024985,,,0.0,0.0,"1,3-Dichloro-5,5-dimethylhydantoin",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,12
DTXSID0026880,,,0.0,0.0,Ethylene glycol diacetate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,47
DTXSID9020087,,,0.0,0.0,Anethole,0.05585273569961905,0.0,0.0,0.0,0.0,3,0,0,0,0,589
DTXSID5026623,,,0.0,0.0,4-tert-Butylcyclohexanol,0.2133766474141953,0.0,0.0,0.0,0.0,1,0,0,0,0,13
DTXSID6048208,,,0.0,0.0,Methyl o-toluate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8
DTXSID8027036,,,0.0,0.0,Neopentyl glycol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,158
DTXSID1037303,,,0.0,0.0,Perfluoroheptanoic acid,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,291
DTXSID9020877,,,0.0,0.0,1-Methylnaphthalene,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,234
DTXSID1027550,,,0.0,0.0,Sodium chloroacetate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,80
DTXSID2042062,,,0.0,0.0,"Isoborneol, propionate",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3
DTXSID9040342,,,0.0,0.0,"4-Ethyl-1,3-dioxolan-2-one",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,17
DTXSID4027650,,,0.0,0.0,Diallyldimethylammonium chloride,-0.044668792186456294,0.0,0.0,0.0,0.0,1,0,0,0,0,1004
DTXSID4027282,,,0.0,0.0,Dichlorophenylphosphine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25
DTXSID3041299,,,0.0,0.0,Dihydrojasmone lactone,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID5021411,,,0.0,0.0,Tris(2-chloroethyl) phosphate,0.05299627706894233,0.0,0.0,0.0,0.0,2,0,0,0,0,402
DTXSID8025096,,,0.0,0.0,Dimethyl adipate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,26
DTXSID1021378,,,0.0,0.0,Trichloroacetic Acid,-0.09198895677129362,0.0,0.0,0.0992747032749462,0.0,1,0,0,1,0,2228
DTXSID0044818,,,0.0,0.0,2-Butyl-1-octanol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,78
DTXSID4027656,,,0.0,0.0,2-Ethylhexyl thioglycolate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5
DTXSID6023733,,,0.0,0.0,Valproic Acid,-0.021857772690439373,-0.005289907611666753,0.0,0.0,0.0,21,2,0,0,0,13433
DTXSID1021798,,,0.0,0.0,Quinoline,0.03509167646525979,-0.01500665189611469,0.0,0.0,0.0,27,1,0,0,0,7940
DTXSID7025003,,,0.0,0.0,"2,5-Dichlorophenol",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,140
DTXSID0034229,,,0.0,0.0,Gamma-nonalactone,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,26
DTXSID3036105,,,0.0,0.0,2-tert-Butylcyclohexyl acetate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6
DTXSID9025451,,,0.0,0.0,"4-(2,6,6-Trimethyl-cyclohex-1-enyl)-but-3-en-2-one",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5
DTXSID2022123,,,0.0,0.0,2-Hydroxyethyl acrylate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,334
DTXSID6032514,,,0.0,0.0,o-Phthalaldehyde,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,992
DTXSID2042060,,,0.0,0.0,Isoborneol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,121
DTXSID0022480,,,0.0,0.0,3-Ethylphenol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,28
DTXSID3044833,,,0.0,0.0,Terpinyl propionate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
DTXSID5048180,,,0.0,0.0,4-Propylaniline,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
DTXSID2021026,,,0.0,0.0,N-Nitrosodibutylamine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,97
DTXSID6020480,,,0.0,0.0,Dimethoxane,0.0,0.38762967043172314,0.0,0.0,0.0,0,1,0,0,0,9
DTXSID2021103,,,0.0,0.0,Pentachloroanisole,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,75
